date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:56:57	0/0	---M--	200	added ('OK')	text/css	etag:%220-57b2d28e6e450%22	https://iqonic.design//themes/profyl/pre-built/doctor/css/custom.css	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/css/custom.css	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:00	9281/9281	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:20%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/index.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/index.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:01	13885/13885	---M--	200	added ('OK')	image/png	etag:%22363d-57b2d29a5237a%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/logo.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/logo.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:01	10876/10876	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:17%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/about-us.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/about-us.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:02	20905/20905	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:21%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/resume.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/resume.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:03	14125/14125	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:21%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/portfolio.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:04	20508/20508	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:19%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/blog.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/blog.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:04	11842/11842	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:20%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/contact-us.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/contact-us.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:04	1179/1179	---M--	200	added ('OK')	image/png	etag:%2249b-57b2d29958379%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/01.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/01.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:05	3141/3141	---M--	200	added ('OK')	image/png	etag:%22c45-57b2d3724a56e%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/01.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/01.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:05	1780/1780	---M--	200	added ('OK')	image/png	etag:%226f4-57b2d3743398f%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/05.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/05.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:05	3152/3152	---M--	200	added ('OK')	image/png	etag:%22c50-57b2d374423ef%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/06.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/06.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:05	3221/3221	---M--	200	added ('OK')	image/png	etag:%22c95-57b2d3733e7af%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/03.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/03.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:06	3879/3879	---M--	200	added ('OK')	image/png	etag:%22f27-57b2d373464af%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/04.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/04.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:06	3411/3411	---M--	200	added ('OK')	image/png	etag:%22d53-57b2d37526c30%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/07.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/07.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:06	1594/1594	---M--	200	added ('OK')	image/png	etag:%2263a-57b2d3753c3f0%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/08.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/08.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:06	2401/2401	---M--	200	added ('OK')	image/png	etag:%22961-57b2d3724c4ae%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/service/02.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/service/02.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:06	3961/3961	---M--	200	added ('OK')	image/jpeg	etag:%22f79-57b2d37829452%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/testimonial/01.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/testimonial/01.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:07	4722/4722	---M--	200	added ('OK')	image/jpeg	etag:%221272-57b2d37827512%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/testimonial/02.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/testimonial/02.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:07	3961/3961	---M--	200	added ('OK')	image/jpeg	etag:%22f79-57b2d3791b752%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/testimonial/03.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/testimonial/03.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:07	1906/1906	---M--	200	added ('OK')	image/png	etag:%22772-57b2d3649b686%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/01.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/01.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:07	2228/2228	---M--	200	added ('OK')	image/png	etag:%228b4-57b2d36499746%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/02.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/02.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:08	2544/2544	---M--	200	added ('OK')	image/png	etag:%229f0-57b2d3658d987%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/03.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/03.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:08	1991/1991	---M--	200	added ('OK')	image/png	etag:%227c7-57b2d36596627%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/04.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/04.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:08	1984/1984	---M--	200	added ('OK')	image/png	etag:%227c0-57b2d36681bc7%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/05.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/05.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:09	3964/3964	---M--	200	added ('OK')	image/png	etag:%22f7c-57b2d366915c7%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/06.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/06.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:09	2457/2457	---M--	200	added ('OK')	image/png	etag:%22999-57b2d36775e08%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/clients/07.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/clients/07.png	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:12	84349/84349	---M-Z	200	added ('OK')	application/javascript	etag:%221497d-57b2d29f239de-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/jquery-min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/jquery-min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:12	37577/37577	---M--	200	added ('OK')	image/jpeg	etag:%2292c9-57b2d35e7c063%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/blog/01.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/blog/01.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:12	19038/19038	---M-Z	200	added ('OK')	application/javascript	etag:%224a5e-57b2d2a11c800-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/popper.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/popper.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:13	51148/51148	---M-Z	200	added ('OK')	application/javascript	etag:%22c7cc-57b2d29e27a9d-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/bootstrap.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/bootstrap.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:13	1549/1549	---M-Z	200	added ('OK')	application/javascript	etag:%2260d-57b2d2a012dff-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/jquery.appear.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/jquery.appear.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:14	40402/40402	---M-Z	200	added ('OK')	application/javascript	etag:%229dd2-57b2d37c11454-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/owl-carousel/owl.carousel.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/owl-carousel/owl.carousel.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:14	2186/2186	---M-Z	200	added ('OK')	application/javascript	etag:%2288a-57b2d2a108f80-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/jquery.typer.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/jquery.typer.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:14	35324/35324	---M-Z	200	added ('OK')	application/javascript	etag:%2289fc-57b2d29f1dc1e-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/isotope.pkgd.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/isotope.pkgd.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:14	20219/20219	---M-Z	200	added ('OK')	application/javascript	etag:%224efb-57b2d37bf6e74-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/magnific-popup/jquery.magnific-popup.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/magnific-popup/jquery.magnific-popup.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:15	60011/60011	---M-Z	200	added ('OK')	application/javascript	etag:%22ea6b-57b2d2a02185f-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/jquery.nicescroll.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/jquery.nicescroll.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:15	2584/2584	---M-Z	200	added ('OK')	application/javascript	etag:%22a18-57b2d2a1ff100-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/retina.min.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/retina.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:16	4970/4970	---M-Z	200	added ('OK')	application/javascript	etag:%22136a-57b2d29e27a9d-gzip%22	https://iqonic.design//themes/profyl/pre-built/doctor/js/custom.js	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/js/custom.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/services.html)
22:57:19	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-57b2d29583bf6%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/themify.eot?-fvbane	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/themify9f24.eot	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/themify-icons.css)
22:57:23	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-57b2d29583bf6%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/themify.eot?	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/themifyd41d.eot	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/themify-icons.css)
22:57:23	56108/56108	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22db2c-57b2d296d0c17%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/themify.woff?-fvbane	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/themify9f24.woff	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/themify-icons.css)
22:57:25	78584/78584	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22132f8-57b2d2967ad17%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/themify.ttf?-fvbane	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/themify9f24.ttf	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/themify-icons.css)
22:57:34	234630/234630	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2239486-57b2d295d3d37%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/themify.svg?-fvbane	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/themify9f24.svg	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/themify-icons.css)
22:57:37	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-57b2d29299a74%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/fontawesome-webfont.eot?v=4.7.0	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/fontawesome-webfont3e6e.eot	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/font-awesome.min.css)
22:57:49	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-57b2d2948cad5%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/fontawesome-webfont3e6e.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/font-awesome.min.css)
22:57:59	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-57b2d29299a74%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/fontawesome-webfont.eot?	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/fontawesome-webfontd41d.eot	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/font-awesome.min.css)
22:58:03	165548/165548	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22286ac-57b2d29394a15%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/fontawesome-webfont3e6e.ttf	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/font-awesome.min.css)
22:58:05	268/268	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202018%2005:14:27%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/css/owl-carousel/owl.video.play.png	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/css/owl-carousel/owl.video.play.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/owl-carousel/owl.carousel.css)
22:58:08	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-57b2d293d60f5%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/fontawesome-webfont.woff?v=4.7.0	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/fontawesome-webfont3e6e.woff	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/font-awesome.min.css)
22:58:11	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d24a-57b2d292a2714%22	https://iqonic.design//themes/profyl/pre-built/doctor/fonts/fontawesome-webfont.svg?v=4.7.0	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/fonts/fontawesome-webfont3e6e.svg	(from https://iqonic.design//themes/profyl/pre-built/doctor/css/font-awesome.min.css)
22:58:15	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d6fb81c-4d7%22	https://iqonic.design/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/student%20work/Templates/teacher2/iqonic.design/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://iqonic.design//themes/profyl/pre-built/doctor/about-us.html)
22:58:25	174777/174777	---M--	200	added ('OK')	image/jpeg	etag:%222aab9-57b2d29b4a43b%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/me2.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/me2.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/about-us.html)
22:58:33	106763/106763	---M--	200	added ('OK')	image/jpeg	etag:%221a10b-57b2d36b9878a%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/02.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/02.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
22:58:34	156528/156528	---M--	200	added ('OK')	image/jpeg	etag:%2226370-57b2d29a5813a%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/me.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/me.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/index.html)
22:59:09	83488/83488	---M--	200	added ('OK')	image/jpeg	etag:%2214620-57b2d36c9566b%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/04.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/04.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
22:59:16	97589/97589	---M--	200	added ('OK')	image/jpeg	etag:%2217d35-57b2d36c8d96b%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/03.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/03.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
22:59:29	78760/78760	---M--	200	added ('OK')	image/jpeg	etag:%22133a8-57b2d36d82b4b%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/05.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/05.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
22:59:43	80969/80969	---M--	200	added ('OK')	image/jpeg	etag:%2213c49-57b2d36e7ac0c%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/07.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/07.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
22:59:49	18493/18493	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Nov%202018%2013:56:19%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/blog-single.html	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/blog-single.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/blog.html)
22:59:49	55437/55437	---M--	200	added ('OK')	image/jpeg	etag:%22d88d-57b2d36e8d4ec%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/08.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/08.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
23:00:08	34985/34985	---M--	200	added ('OK')	image/jpeg	etag:%2288a9-57b2d35e7dfa3%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/blog/02.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/blog/02.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/blog.html)
23:00:15	149411/149411	---M--	200	added ('OK')	image/jpeg	etag:%22247a3-57b2d35f74123%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/blog/03.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/blog/03.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/blog.html)
23:00:25	50916/50916	---M--	200	added ('OK')	image/jpeg	etag:%22c6e4-57b2d360a2ce4%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/blog/05.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/blog/05.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/blog.html)
23:00:30	71052/71052	---M--	200	added ('OK')	image/jpeg	etag:%221158c-57b2d36b9972a%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/01.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/01.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
23:00:34	30386/30386	---M--	200	added ('OK')	image/jpeg	etag:%2276b2-57b2d36197ec5%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/blog/07.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/blog/07.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/blog.html)
23:00:36	268/268	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202018%2005:14:27%20GMT	https://iqonic.design//themes/profyl/pre-built/doctor/images/ajax-loader.gif	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/ajax-loader.html	(from https://iqonic.design//themes/profyl/pre-built/doctor/contact-us.html)
23:00:42	71736/71736	---M--	200	added ('OK')	image/jpeg	etag:%2211838-57b2d36d915ab%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/portfolio/06.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/portfolio/06.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/portfolio.html)
23:00:43	40669/40669	---M--	200	added ('OK')	image/jpeg	etag:%229edd-57b2d360b3684%22	https://iqonic.design//themes/profyl/pre-built/doctor/images/blog/06.jpg	D:/student%20work/Templates/teacher2/iqonic.design/themes/profyl/pre-built/doctor/images/blog/06.jpg	(from https://iqonic.design//themes/profyl/pre-built/doctor/blog.html)
